"","YEAR","H_a","Eh_a","S_a","H_a_SE","Eh_a_SE","S_a_SE","nPlots","H_g","Eh_g","S_g","H_b","Eh_b","S_b","AREA","PERIMETER","ECOMAP_200","ECOMAP_201","PROVINCE","SECTION","SUBSECTION","DOMAIN_NAM","DIVISION_N","PROVINCE_N","SECTION_NA","SUBSECTI_1","ATIntersec","Acres","Hectares","polyID"
"165",2000,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,9678455959.46,1084726.0397,729,881,"221","221B","221Bd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Kittatinny-Shawangunk Ridges",1,222186.775929,89915.798114,25
"166",2000,1.13394795133208,0.274465374547742,4.21986924047312,4.27327950386308,1.91748299977862,3.87345475603456,28,2.53382103297129,0.0817361623539127,31,1.39987308163921,-0.192729212193829,26.7801307595269,61464507237.2,3032238.22779,762,918,"M221","M221A","M221Ac","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Ridge and Valley",1,1411030.92831,571023.957443,26
"167",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233891213.16,207017.730059,789,954,"221","221D","221Dc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Newark",0,57795.7843329,23389.1241015,27
"168",2000,1.0360847564207,0.296313007035394,3.32169806433965,8.22062252088659,6.24350221943597,6.02616908734508,5,1.94990999775926,0.149993076750712,13,0.913825241338556,-0.146319930284682,9.67830193566035,290497429.995,267681.588271,791,951,"211","211F","211Fd","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Pocono Plateau",0,71783.4781289,29049.7429488,28
"169",2000,1.56071040904141,0.312142081808281,5,0,NA,NA,1,1.97700617290886,0.219667352545429,9,0.416295763867455,-0.0924747292628523,4,541020981.278,379092.493115,821,990,"221","221A","221Am","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Reading Prong",0,133689.273097,54102.129344,29
"170",2000,0.623433640121536,0.280740408151299,2.21839340962878,11.8194073309964,15.8838525173108,7.7979489134445,5,2.37570870342145,0.169693478815818,14,1.75227506329992,-0.111046929335481,11.7816065903712,2261728973,892052.281746,825,1003,"221","221D","221Da","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Gettysburg Piedmont Lowland",0,558885.403464,226172.898439,30
"171",2000,1.01990362617128,0.260876581548059,3.78741605079411,20.7466250792752,7.61754449083025,17.2584835143995,9,2.62929866081301,0.125204698133953,21,1.60939503464173,-0.135671883414106,17.2125839492059,60960932672.1,2714816.25174,827,1004,"M221","M221A","M221Ad","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Great Valley",1,1399470.44702,566345.596647,31
"172",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228434102.718,738136.562702,893,1058,"221","221D","221Db","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Piedmont Upland",0,56447.3152532,22843.418026,32
"173",2000,0.926951942331843,0.262187318987688,3.25608303280535,12.3786004049095,7.70177172698016,10.9709716318711,33,2.88437903484361,0.0703507081669174,41,1.95742709251177,-0.191836610820771,37.7439169671947,66925662633.2,4001953.55157,937,1097,"M221","M221D","M221Da","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Northern Blue Ridge Mountains",1,1536401.80517,621759.751264,33
"174",2000,0.97265813854226,0.278639775345241,3.3416372296529,6.78689282934653,5.57980998665384,6.55524945777026,18,2.90414474211676,0.100142922141957,29,1.9314866035745,-0.178496853203284,25.6583627703471,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34
"175",2000,1.20184841505404,0.266309461730176,4.28346507483199,16.2909102725902,9.3194317790111,15.8887434998652,9,2.49875813095503,0.11357991504341,22,1.29690971590099,-0.152729546686766,17.716534925168,35366794325.2,2508208.44375,1022,1177,"221","221D","221De","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Northern Piedmont",1,811909.878907,328568.270786,35
"176",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73540579.7495,391677.050662,1041,1194,"221","221D","221Dd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Triassic Basins",0,18172.3514826,7354.08973076,36
"177",2000,0.927943030587039,0.279165559173748,3.24865281168825,8.28160377546357,4.07452561153857,6.58521546582327,27,2.55881263496441,0.0799628948426377,32,1.63086960437737,-0.19920266433111,28.7513471883117,67705985195.9,2552005.1041,1060,1206,"M221","M221A","M221Aa","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Ridge and Valley",1,1554315.54628,629009.18509,37
"178",2000,1.19742555741971,0.300480387430724,4.16999058520558,35.9270545337207,8.30227328529763,43.7977270283598,5,2.69595769420626,0.117215551922011,23,1.49853213678655,-0.183264835508713,18.8300094147944,1465417881.38,756520.343672,1135,1289,"231","231I","231Ib","Humid Temperate","Subtropical","Southeastern Mixed Forest","Central Appalachian Piedmont","Lynchburg Belt",0,362112.572613,146541.759011,38
"179",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203773157.609,683810.759135,1225,1359,"M221","M221C","M221Cb","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Cumberland Mountains","Eastern Coal Fields",0,50353.8357549,20377.4743617,39
"180",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742220147.787,436121.44388,1232,1381,"M221","M221B","M221Be","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Allegheny Mountains","Western Allegheny Mountain and Valley",0,183406.661585,74222.0426347,40
"181",2000,1.3381478084698,0.248993874681978,4.80913233482988,0,0,0,3,2.0805765279063,0.173381377325525,12,0.742428719436499,-0.0756124973564529,7.19086766517012,528512343.335,497240.891198,1391,1511,"M221","M221D","M221Db","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Central Blue Ridge Mountains",0,130598.19039,52851.2125532,41
"182",2000,1.21348865614927,0.257648487168637,4.56522283290182,7.21237609143887,5.17846579348051,6.65734287426242,38,2.84256760982456,0.0646038093141946,44,1.62907895367529,-0.193044677854442,39.4347771670982,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42
"183",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47382559.6696,367672.584936,1521,1612,"221","221J","221Jc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Holston Valley",0,11708.4878439,4738.25692275,44
"184",2000,1.21010963809747,0.301621371176927,4.09622073536618,6.96322425048066,2.88981922685764,8.78932878384938,27,2.7870966538245,0.0733446487848553,38,1.57698701572703,-0.228276722392072,33.9037792646338,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"185",2000,1.38648850574194,0.301237372772624,4.8173165329592,10.5958882107696,6.38436525201586,18.2145135514164,4,2.84071217739866,0.109258160669179,26,1.45422367165671,-0.191979212103444,21.1826834670408,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
"186",2000,1.27877891466385,0.303329080074202,4.33490375925165,8.86084812286444,3.67034981293556,8.72131045452079,7,2.43549684119501,0.143264520070295,17,1.15671792653116,-0.160064560003907,12.6650962407484,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48
"187",2000,0.807872017105842,0.21161492389237,3.42523469536434,45.0340344600636,9.26410600292178,35.1155585215654,2,1.97582009414351,0.164651674511959,12,1.16794807703767,-0.0469632493804102,8.57476530463566,602027990.916,832582.74797,1748,1801,"231","231A","231Ac","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Plains",0,148764.359215,60202.8002511,49
"188",2000,0.983087758574786,0.245771939643696,4,1.81321843696288e-06,1.81321843696288e-06,0,1,1.29203013112574,0.215338355187623,6,0.308942372550953,-0.0304335844560733,2,133518708.529,672812.62891,1750,1802,"231","231A","231Ab","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Piedmont Ridge",0,32993.2361935,13351.8889786,50
"189",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102326580.547,429941.553185,47,143,"211","211A","211Aa","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Aroostook Hills and Lowlands","Aroostook Hills",0,25285.4445082,10232.6563501,1
"190",2001,1.1461749953497,0.229726214237135,4.30669931070574,22.8822928230014,23.6404600980091,20.1382808120331,5,2.50179850565395,0.166786567043597,15,1.35562351030425,-0.0629396471935388,10.6933006892943,893239567.773,491042.875571,56,154,"M211","M211A","M211Ab","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","St. John Upland",0,220724.266966,89323.941735,2
"191",2001,1.03655443191873,0.249985648567,3.90846880479,7.80286150939553,6.78693592801465,7.7475863946264,49,2.26761268634228,0.103073303924649,22,1.23105825442354,-0.146912344642351,18.09153119521,65429303742,1609035.8431,105,223,"M211","M211A","M211Ac","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Maine Central Mountains",1,1502050.13182,607858.122271,3
"192",2001,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,65228745.2921,481619.825375,106,226,"211","211B","211Bb","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Maine-New Brunswick Lowlands",0,16118.3787885,6522.87647189,4
"193",2001,1.32848326297048,0.271640581611232,5.00861639881605,6.74588884375473,2.78234966253334,8.19602676805611,15,2.3972082332202,0.114152773010486,21,1.06872497024972,-0.157487808600746,15.991383601184,1936680480.28,338653.742491,118,237,"211","211B","211Ba","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Central Maine Foothills",0,478564.205683,193668.06293,5
"194",2001,1.15323001445835,0.294425300168942,3.95151366788699,5.07029849991613,3.89235690308935,6.07525989624708,12,2.25755620255389,0.150503746836926,15,1.10432618809555,-0.143921553332016,11.048486332113,16868893979.3,1308523.65785,131,264,"M211","M211A","M211Af","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Connecticut Lakes",1,387256.519268,156717.153211,6
"195",2001,0.940948295946584,0.247780514110713,3.59580228344915,14.8514345507452,11.4211925086203,12.4258799100421,17,2.30885430623735,0.115442715311868,20,1.36790601029077,-0.132337798798846,16.4041977165509,48661256882.8,1766731.4811,180,343,"M211","M211A","M211Ae","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Mahoosic Rangely Lakes",1,1117108.74387,452077.869464,8
"196",2001,1.19215444844362,0.245131061238491,4.46916155579212,16.5399529243078,14.9086997391583,14.9984102355631,13,2.51597331178093,0.114362423262769,22,1.32381886333731,-0.130768637975722,17.5308384442079,1091778034.38,326071.117443,188,366,"M211","M211A","M211Ag","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Western Maine Foothills",0,269784.24257,109177.809471,9
"197",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,864898410.969,533518.615687,227,423,"M211","M211B","M211Ba","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Northern Piedmont",0,213720.99805,86489.8193562,10
"198",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517488463.567,400094.240746,252,434,"M211","M211C","M211Ca","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Northern Green Mountain",0,127874.18151,51748.8452702,11
"199",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17916319.7071,467338.758145,268,463,"211","211E","211Ec","Humid Temperate","Warm Continental","Northeastern Mixed Forest","St. Lawrence and Champlain Valley","Champlain Glacial Lake and Marine Plains",0,4427.21375746,1791.62984277,12
"200",2001,0.693147180559945,0.173286795139986,2.5,74.2143378431941,74.2143378431941,44.5286027059164,2,1.86170210652703,0.186170210652703,10,1.16855492596708,0.0128834155127164,7.5,29490466371.9,973599.239888,310,523,"M211","M211A","M211Ad","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","White Mountains",1,677007.951605,273975.397697,13
"201",2001,1.33540846174754,0.26815568398243,4.75,14.9289125920287,7.08110419967501,14.3516257353434,5,1.88476270768289,0.144981746744838,13,0.549354245935359,-0.123173937237592,8.25,685207574.065,410875.610594,318,537,"221","221A","221Al","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Sebago-Ossipee Hills and Plains",0,169318.481518,68520.7584363,14
"202",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23104910867.1,1585924.22483,371,556,"M211","M211B","M211Bb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Southern Piedmont",1,530415.768299,214651.645848,15
"203",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13106538800.4,897118.984336,399,574,"M211","M211B","M211Bc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Sunapee Uplands",1,300884.729118,121763.729843,16
"204",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25038207011.2,1030041.78755,418,587,"M211","M211C","M211Cd","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Southern Green Mountain",1,574798.140753,232612.554749,17
"205",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30232456613.2,2026892.51544,450,633,"M211","M211C","M211Cc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Berkshire-Vermont Upland",1,694041.703701,280868.712604,18
"206",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32373430281.5,2146229.36379,472,647,"M211","M211C","M211Cb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Taconic Mountains",1,743191.696086,300759.008838,19
"207",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2055133382.7,603413.81634,474,649,"221","221B","221Bb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Taconic Foothills",0,507834.508301,205513.334143,20
"208",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62667888919.9,3395996.96075,638,779,"221","221A","221Ae","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Hudson Highlands",1,1438656.77043,582203.739104,21
"209",2001,1.47080847632211,0.294161695264422,5,NA,0,0,1,2.02643880168033,0.22515986685337,9,0.55563032535822,-0.0690018284110521,4,31542035771.3,2677028.08296,646,790,"221","221B","221Ba","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Hudson Limestone Valley",1,724105.504392,293035.101094,22
"210",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176703017.156,223067.482956,676,814,"211","211I","211Ia","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Catskill Mountains","Catskill Mountains",0,43664.2609704,17670.2994937,23
"211",2001,1.06133525636534,0.263820331158018,4.14311246298226,5.32031668381251,2.75208044725328,5.85106838113835,7,2.26344141664258,0.133143612743681,17,1.20210616027724,-0.130676718414337,12.8568875370177,1884267054.78,603656.767131,717,853,"211","211F","211Fc","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Eastern Allegheny Plateau",0,465612.531295,188426.706262,24
"212",2001,0.252897015229643,0.0842990050765476,1.63517096189739,213.781379753729,213.781379753729,83.0419129118853,2,1.31712885547627,0.219521475912711,6,1.06423184024663,0.135222470836164,4.36482903810261,9678455959.46,1084726.0397,729,881,"221","221B","221Bd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Kittatinny-Shawangunk Ridges",1,222186.775929,89915.798114,25
"213",2001,1.14415199237158,0.270339122939374,4.20730897895902,7.30219517801898,5.29758686402557,6.87036545458564,33,2.6339704512709,0.0823115766022157,32,1.48981845889932,-0.188027546337158,27.792691021041,61464507237.2,3032238.22779,762,918,"M221","M221A","M221Ac","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Ridge and Valley",1,1411030.92831,571023.957443,26
"214",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233891213.16,207017.730059,789,954,"221","221D","221Dc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Newark",0,57795.7843329,23389.1241015,27
"215",2001,1.25014316881397,0.298447417300277,4.16514835284831,16.1387022934169,9.01822558099269,14.1121316425313,5,1.74184142992675,0.158349220902432,11,0.491698261112774,-0.140098196397846,6.83485164715169,290497429.995,267681.588271,791,951,"211","211F","211Fd","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Pocono Plateau",0,71783.4781289,29049.7429488,28
"216",2001,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,541020981.278,379092.493115,821,990,"221","221A","221Am","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Reading Prong",0,133689.273097,54102.129344,29
"217",2001,1.28833396895762,0.294650131399684,4.25145223839891,14.2131202844792,3.84309790414433,12.3976812533263,7,2.81194361089209,0.122258417864874,23,1.52360964193447,-0.172391713534811,18.7485477616011,2261728973,892052.281746,825,1003,"221","221D","221Da","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Gettysburg Piedmont Lowland",0,558885.403464,226172.898439,30
"218",2001,1.06148381406398,0.258512327936579,3.93558642024391,15.5098485681994,14.3021261269474,15.9167548885456,15,2.82849692138301,0.0912418361736456,31,1.76701310731903,-0.167270491762933,27.0644135797561,60960932672.1,2714816.25174,827,1004,"M221","M221A","M221Ad","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Great Valley",1,1399470.44702,566345.596647,31
"219",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228434102.718,738136.562702,893,1058,"221","221D","221Db","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Piedmont Upland",0,56447.3152532,22843.418026,32
"220",2001,0.743354728038745,0.201420990898324,2.72711073245376,18.2652188114537,13.782610078349,16.2237894944844,23,2.83293281777997,0.088529150555624,32,2.08957808974122,-0.1128918403427,29.2728892675462,66925662633.2,4001953.55157,937,1097,"M221","M221D","M221Da","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Northern Blue Ridge Mountains",1,1536401.80517,621759.751264,33
"221",2001,1.03693319321985,0.274157172661762,3.56328452227841,24.4262458346148,20.1226775020764,20.0003284501462,12,2.89346253845528,0.093337501240493,31,1.85652934523543,-0.180819671421269,27.4367154777216,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34
"222",2001,0.992631964761983,0.269546281825112,3.38877529079783,27.0296934475732,5.63383162096857,27.7681539452097,9,2.63983859169143,0.119992663258701,22,1.64720662692945,-0.149553618566411,18.6112247092022,35366794325.2,2508208.44375,1022,1177,"221","221D","221De","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Northern Piedmont",1,811909.878907,328568.270786,35
"223",2001,0.887694275799104,0.295898091933035,3,0,0,0,1,0.972479097877026,0.243119774469256,4,0.0847848220779217,-0.0527783174637783,1,73540579.7495,391677.050662,1041,1194,"221","221D","221Dd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Triassic Basins",0,18172.3514826,7354.08973076,36
"224",2001,1.22652661909639,0.264289903217123,4.36671716279608,12.155042395978,10.0499593085547,11.0763483015245,21,2.92928401168136,0.0813690003244823,36,1.70275739258497,-0.18292090289264,31.6332828372039,67705985195.9,2552005.1041,1060,1206,"M221","M221A","M221Aa","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Ridge and Valley",1,1554315.54628,629009.18509,37
"225",2001,0.593251209638074,0.205058377377551,2.46265073889375,45.2580666081731,45.8921445719098,30.9139180700572,5,2.14981427089632,0.10237210813792,21,1.55656306125825,-0.102686269239631,18.5373492611063,1465417881.38,756520.343672,1135,1289,"231","231I","231Ib","Humid Temperate","Subtropical","Southeastern Mixed Forest","Central Appalachian Piedmont","Lynchburg Belt",0,362112.572613,146541.759011,38
"226",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203773157.609,683810.759135,1225,1359,"M221","M221C","M221Cb","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Cumberland Mountains","Eastern Coal Fields",0,50353.8357549,20377.4743617,39
"227",2001,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,742220147.787,436121.44388,1232,1381,"M221","M221B","M221Be","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Allegheny Mountains","Western Allegheny Mountain and Valley",0,183406.661585,74222.0426347,40
"228",2001,1.54030582522652,0.256717637537753,6,2.53569136326561e-06,2.68950683694191e-06,0,1,1.73232624550885,0.247475177929835,7,0.192020420282329,-0.00924245960791767,0.999999999999999,528512343.335,497240.891198,1391,1511,"M221","M221D","M221Db","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Central Blue Ridge Mountains",0,130598.19039,52851.2125532,41
"229",2001,1.27289730223546,0.297588368704227,4.35718925889006,7.34990988100248,2.58066209671914,9.05891859282917,40,2.89232167666972,0.0741620942735825,39,1.61942437443426,-0.223426274430644,34.6428107411099,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42
"230",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47382559.6696,367672.584936,1521,1612,"221","221J","221Jc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Holston Valley",0,11708.4878439,4738.25692275,44
"231",2001,1.28508120791517,0.294484117370787,4.45078153702434,7.10494297879365,2.81518713639238,8.55300828542507,29,2.97935830692825,0.0677126887938238,44,1.69427709901307,-0.226771428576963,39.5492184629757,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"232",2001,1.32787867322417,0.307451532959731,4.51760516293137,15.391658262228,5.11196132967058,20.0393499617603,5,3.12202879670239,0.100710606345239,31,1.79415012347822,-0.206740926614492,26.4823948370686,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
"233",2001,1.54247507463569,0.28476972258825,5.41666666666667,5.21179516999122,0.429821798944461,5.55128948168658,5,2.41204394755019,0.172288853396442,14,0.869568872914492,-0.112480869191808,8.58333333333333,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48
"234",2001,1.74786809746676,0.291311349577793,6,2.59778071467904e-06,0,0,1,1.9850800347842,0.19850800347842,10,0.237211937317441,-0.092803346099373,4,602027990.916,832582.74797,1748,1801,"231","231A","231Ac","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Plains",0,148764.359215,60202.8002511,49
"235",2001,0.991138896613094,0.247784724153274,4,0,0,0,1,0.991138896613094,0.247784724153274,4,0,0,0,133518708.529,672812.62891,1750,1802,"231","231A","231Ab","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Piedmont Ridge",0,32993.2361935,13351.8889786,50
"236",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102326580.547,429941.553185,47,143,"211","211A","211Aa","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Aroostook Hills and Lowlands","Aroostook Hills",0,25285.4445082,10232.6563501,1
"237",2002,0.807232680320908,0.180087844029064,3.0975041085747,40.9673851998073,36.0824910148961,29.3992688277129,7,1.92350488100868,0.192350488100868,10,1.11627220068778,0.0122626440718044,6.9024958914253,893239567.773,491042.875571,56,154,"M211","M211A","M211Ab","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","St. John Upland",0,220724.266966,89323.941735,2
"238",2002,0.973064291174061,0.257035466766558,3.59266664261902,7.50940179824926,5.99471062258931,6.40159546056369,46,2.23386321253152,0.101539236933251,22,1.26079892135746,-0.155496229833307,18.407333357381,65429303742,1609035.8431,105,223,"M211","M211A","M211Ac","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Maine Central Mountains",1,1502050.13182,607858.122271,3
"239",2002,1.32966134885476,0.33241533721369,4,0,0,0,1,1.25548232517875,0.313870581294688,4,-0.0741790236760049,-0.0185447559190012,0,65228745.2921,481619.825375,106,226,"211","211B","211Bb","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Maine-New Brunswick Lowlands",0,16118.3787885,6522.87647189,4
